,batting_team,bowling_team,city_stadium,runs,balls_left,wickets_left,crr,actual,predicted,prob_0,prob_1
64203,Kolkata Knight Riders,Kings XI Punjab,Kolkata - Eden Gardens,42,52,9,3.705882352941176,0,1,0.06,0.94
64699,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,29,26,9,1.8510638297872342,1,0,0.51,0.49
64732,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,60,108,5,30.0,1,0,0.64,0.36
64733,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,64,107,5,29.53846153846154,1,0,0.64,0.36
64744,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,86,96,5,21.5,1,0,0.61,0.39
64745,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,87,95,5,20.88,1,0,0.62,0.38
64752,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,96,88,4,18.0,1,0,0.67,0.33
64754,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,97,86,4,17.11764705882353,1,0,0.71,0.29
64755,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,99,85,4,16.97142857142857,1,0,0.91,0.09
64756,Kings XI Punjab,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,100,84,4,16.666666666666668,1,0,0.84,0.16
64830,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,38,96,8,9.5,1,0,0.9,0.1
64835,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,44,91,7,9.10344827586207,1,0,0.5245000000000001,0.4755
64840,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,46,87,6,8.363636363636363,1,0,0.653,0.34700000000000003
64843,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,51,84,6,8.5,1,0,0.97,0.03
64857,Sunrisers Hyderabad,Mumbai Indians,Mumbai - Wankhede Stadium,64,70,5,7.68,1,0,0.824,0.17600000000000002
64988,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,109,85,3,18.685714285714287,0,1,0.39,0.61
65211,Delhi Capitals,Kolkata Knight Riders,Delhi - Arun Jaitley Cricket Stadium,62,73,9,7.914893617021277,1,0,0.6666666666666665,0.33333333333333326
65229,Delhi Capitals,Kolkata Knight Riders,Delhi - Arun Jaitley Cricket Stadium,88,55,9,8.123076923076923,1,0,0.5825,0.4175
65230,Delhi Capitals,Kolkata Knight Riders,Delhi - Arun Jaitley Cricket Stadium,92,54,9,8.363636363636363,1,0,0.5733333333333334,0.4266666666666667
65835,Royal Challengers Bangalore,Mumbai Indians,Bangalore - M Chinnaswamy Stadium,72,119,5,432.0,1,0,0.62,0.38
65944,Delhi Capitals,Rajasthan Royals,Delhi - Arun Jaitley Cricket Stadium,74,113,8,63.42857142857142,1,0,0.5493333333333333,0.4506666666666666
66416,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,58,80,10,8.7,0,1,0.21,0.79
66417,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,59,79,10,8.634146341463415,0,1,0.01,0.99
66870,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,136,108,1,68.0,1,0,0.845,0.155
67503,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,1,77,10,0.13953488372093023,0,1,0.43,0.57
67567,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,100,50,9,8.571428571428571,0,1,0.25,0.75
67569,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,102,48,9,8.5,0,1,0.06,0.94
67570,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,103,47,9,8.465753424657535,0,1,0.11,0.89
67572,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,104,45,9,8.32,0,1,0.22,0.78
67575,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,110,42,9,8.461538461538462,0,1,0.35,0.65
67600,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,146,18,7,8.588235294117647,0,1,0.48,0.52
68094,Mumbai Indians,Kings XI Punjab,Mumbai - Wankhede Stadium,1,112,10,0.75,1,0,0.72,0.28
68282,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore - M Chinnaswamy Stadium,105,49,8,8.873239436619718,1,0,0.89,0.11
68294,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore - M Chinnaswamy Stadium,118,38,8,8.634146341463415,1,0,0.715,0.285
68316,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore - M Chinnaswamy Stadium,157,17,5,9.145631067961164,1,0,0.5,0.5
68351,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,2,115,10,2.4,1,0,0.92,0.08
68371,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,26,4,9,1.3448275862068966,1,0,0.75,0.25
68379,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,55,89,9,10.64516129032258,1,0,0.74,0.26
68380,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,55,88,9,10.3125,1,0,0.56,0.44
68383,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,59,85,9,10.114285714285716,1,0,0.94,0.06
68384,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,59,84,9,9.833333333333334,1,0,0.76,0.24
68392,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,68,76,9,9.272727272727273,1,0,0.94,0.06
68393,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,69,75,9,9.2,1,0,0.9,0.1
68407,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,90,62,9,9.310344827586208,1,0,0.78,0.22
68424,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,106,45,7,8.48,1,0,0.8783333333333333,0.12166666666666666
68467,Delhi Capitals,Chennai Super Kings,Delhi - Arun Jaitley Cricket Stadium,162,5,5,8.452173913043477,1,0,0.5533333333333333,0.44666666666666666
68477,Rajasthan Royals,Royal Challengers Bangalore,Jaipur - Sawai Mansingh Stadium,9,112,10,6.75,1,0,0.6838333333333333,0.31616666666666665
68495,Rajasthan Royals,Royal Challengers Bangalore,Jaipur - Sawai Mansingh Stadium,32,94,9,7.384615384615385,1,0,0.5916666666666666,0.40833333333333327
68496,Rajasthan Royals,Royal Challengers Bangalore,Jaipur - Sawai Mansingh Stadium,34,93,9,7.555555555555555,1,0,0.7108333333333333,0.2891666666666667
68531,Rajasthan Royals,Royal Challengers Bangalore,Jaipur - Sawai Mansingh Stadium,78,60,8,7.8,1,0,0.75,0.25
68534,Rajasthan Royals,Royal Challengers Bangalore,Jaipur - Sawai Mansingh Stadium,82,57,8,7.809523809523809,1,0,0.59,0.41
68562,Rajasthan Royals,Royal Challengers Bangalore,Jaipur - Sawai Mansingh Stadium,115,32,6,7.840909090909091,1,0,0.78,0.22
69096,Kolkata Knight Riders,Rajasthan Royals,Kolkata - Eden Gardens,1,109,10,0.5454545454545455,1,0,0.87,0.13
69097,Kolkata Knight Riders,Rajasthan Royals,Kolkata - Eden Gardens,2,108,10,1.0,1,0,0.9,0.1
69100,Kolkata Knight Riders,Rajasthan Royals,Kolkata - Eden Gardens,7,117,9,14.0,1,0,0.6186666666666667,0.3813333333333334
69178,Kolkata Knight Riders,Rajasthan Royals,Kolkata - Eden Gardens,85,41,6,6.455696202531646,1,0,0.675,0.325
69179,Kolkata Knight Riders,Rajasthan Royals,Kolkata - Eden Gardens,86,40,6,6.449999999999999,1,0,0.655,0.345
69217,Kolkata Knight Riders,Rajasthan Royals,Kolkata - Eden Gardens,164,3,4,8.41025641025641,1,0,0.57,0.43
69268,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata - Eden Gardens,71,104,7,26.625,1,0,0.575,0.425
69578,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata - Eden Gardens,1,114,10,1.0,0,1,0.33,0.67
69700,Delhi Capitals,Mumbai Indians,Mumbai - Wankhede Stadium,1,0,10,0.05,1,0,0.84,0.16
69701,Delhi Capitals,Mumbai Indians,Mumbai - Wankhede Stadium,2,1,10,0.10084033613445378,1,0,0.84,0.16
69835,Kings XI Punjab,Rajasthan Royals,Jaipur - Sawai Mansingh Stadium,12,102,9,4.0,1,0,0.56,0.44
69846,Kings XI Punjab,Rajasthan Royals,Jaipur - Sawai Mansingh Stadium,27,92,9,5.785714285714286,1,0,0.7606666666666666,0.23933333333333334
69847,Kings XI Punjab,Rajasthan Royals,Jaipur - Sawai Mansingh Stadium,28,91,9,5.793103448275862,1,0,0.764,0.23600000000000002
69922,Kings XI Punjab,Rajasthan Royals,Jaipur - Sawai Mansingh Stadium,140,26,8,8.936170212765958,1,0,0.57,0.43
69938,Kings XI Punjab,Rajasthan Royals,Jaipur - Sawai Mansingh Stadium,155,11,7,8.53211009174312,1,0,0.61,0.39
70093,Kolkata Knight Riders,Kings XI Punjab,Kolkata - Eden Gardens,54,115,9,64.8,1,0,0.56,0.44
70097,Kolkata Knight Riders,Kings XI Punjab,Kolkata - Eden Gardens,63,111,9,42.0,1,0,0.75,0.25
70164,Kolkata Knight Riders,Kings XI Punjab,Kolkata - Eden Gardens,147,26,6,9.382978723404255,1,0,0.574,0.4260000000000001
70526,Mumbai Indians,Kings XI Punjab,Mohali - IS Bindra Stadium,112,40,5,8.4,0,1,0.39,0.61
70610,Kolkata Knight Riders,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,36,84,8,6.0,0,1,0.14,0.86
70611,Kolkata Knight Riders,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,36,83,8,5.837837837837838,0,1,0.35,0.65
70612,Kolkata Knight Riders,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,37,82,8,5.842105263157895,0,1,0.45,0.55
70628,Kolkata Knight Riders,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,59,66,6,6.555555555555555,0,1,0.25,0.75
70703,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,14,118,10,42.0,1,0,0.73,0.27
71248,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,95,109,8,51.81818181818182,1,0,0.84,0.16
71249,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,96,108,8,48.0,1,0,0.91,0.09
71286,Mumbai Indians,Chennai Super Kings,Mumbai - Wankhede Stadium,141,72,6,17.625,1,0,0.69,0.31
71316,Delhi Capitals,Sunrisers Hyderabad,Delhi - Arun Jaitley Cricket Stadium,4,119,10,24.0,0,1,0.35,0.65
71692,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,1,114,10,1.0,1,0,0.74,0.26
71784,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,80,23,5,4.948453608247422,1,0,0.82,0.18
72137,Sunrisers Hyderabad,Kings XI Punjab,Mohali - IS Bindra Stadium,83,48,8,6.916666666666667,0,1,0.12083333333333332,0.8791666666666665
72336,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,50,117,10,100.0,0,1,0.23833333333333337,0.7616666666666666
72367,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,99,86,10,17.470588235294116,0,1,0.15,0.85
72408,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,156,48,7,13.0,0,1,0.33,0.67
72412,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,159,44,7,12.552631578947368,0,1,0.38,0.62
72430,Kings XI Punjab,Mumbai Indians,Mumbai - Wankhede Stadium,197,11,6,10.844036697247706,0,1,0.29,0.71
72584,Kolkata Knight Riders,Delhi Capitals,Kolkata - Eden Gardens,38,5,8,1.9826086956521738,0,1,0.47,0.53
72763,Mumbai Indians,Rajasthan Royals,Mumbai - Wankhede Stadium,129,30,8,8.6,0,1,0.4633333333333334,0.5366666666666667
72770,Mumbai Indians,Rajasthan Royals,Mumbai - Wankhede Stadium,139,23,8,8.597938144329897,0,1,0.21,0.79
72776,Mumbai Indians,Rajasthan Royals,Mumbai - Wankhede Stadium,148,17,7,8.62135922330097,0,1,0.2,0.8
72777,Mumbai Indians,Rajasthan Royals,Mumbai - Wankhede Stadium,150,17,7,8.737864077669903,0,1,0.20666666666666664,0.7933333333333334
73174,Royal Challengers Bangalore,Mumbai Indians,Mumbai - Wankhede Stadium,0,119,10,0.0,0,1,0.34,0.66
73446,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,22,100,10,6.6,0,1,0.4191666666666667,0.5808333333333333
73448,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,22,98,10,6.0,0,1,0.3403333333333333,0.6596666666666665
73489,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,91,59,9,8.950819672131148,0,1,0.35,0.65
73570,Mumbai Indians,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,47,80,9,7.05,1,0,0.67,0.33
73609,Mumbai Indians,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,85,51,7,7.391304347826087,1,0,0.8105,0.1895
73697,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,41,2,9,2.084745762711864,1,0,0.5733333333333334,0.42666666666666664
73702,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,49,81,8,7.538461538461538,1,0,0.8641666666666665,0.13583333333333333
73705,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,50,78,8,7.142857142857143,1,0,0.9191666666666666,0.08083333333333333
73707,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,54,76,8,7.363636363636364,1,0,0.812857142857143,0.18714285714285717
73708,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,58,75,8,7.733333333333333,1,0,0.64,0.36
73752,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata - Eden Gardens,124,31,7,8.359550561797752,1,0,0.64,0.36
74158,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,159,7,2,8.442477876106196,0,1,0.1425,0.8575
74161,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,1,115,10,1.2,1,0,0.52,0.48
74184,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,31,92,9,6.642857142857142,1,0,0.915,0.085
74264,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,137,10,6,7.4727272727272736,1,0,0.55,0.45
74270,Royal Challengers Bangalore,Chennai Super Kings,Bangalore - M Chinnaswamy Stadium,150,4,5,7.758620689655173,1,0,0.7816666666666666,0.21833333333333335
74407,Sunrisers Hyderabad,Chennai Super Kings,"Chennai - MA Chidambaram Stadium, Chepauk",2,76,10,0.27272727272727276,0,1,0.18,0.82
74408,Sunrisers Hyderabad,Chennai Super Kings,"Chennai - MA Chidambaram Stadium, Chepauk",3,75,10,0.4,0,1,0.17,0.83
74413,Sunrisers Hyderabad,Chennai Super Kings,"Chennai - MA Chidambaram Stadium, Chepauk",9,79,10,1.3170731707317074,0,1,0.33,0.67
74531,Royal Challengers Bangalore,Kings XI Punjab,Bangalore - M Chinnaswamy Stadium,9,111,10,6.0,1,0,0.56,0.44
74572,Royal Challengers Bangalore,Kings XI Punjab,Bangalore - M Chinnaswamy Stadium,65,119,7,390.0,1,0,0.6833333333333332,0.31666666666666665
74573,Royal Challengers Bangalore,Kings XI Punjab,Bangalore - M Chinnaswamy Stadium,69,118,7,207.0,1,0,0.53,0.47
74612,Royal Challengers Bangalore,Kings XI Punjab,Bangalore - M Chinnaswamy Stadium,111,71,6,13.591836734693878,1,0,0.76,0.24
74613,Royal Challengers Bangalore,Kings XI Punjab,Bangalore - M Chinnaswamy Stadium,112,70,6,13.44,1,0,0.62,0.38
74633,Royal Challengers Bangalore,Kings XI Punjab,Bangalore - M Chinnaswamy Stadium,143,10,6,7.800000000000001,1,0,0.55,0.45
74634,Royal Challengers Bangalore,Kings XI Punjab,Bangalore - M Chinnaswamy Stadium,144,11,6,7.9266055045871555,1,0,0.57,0.43
74768,Kolkata Knight Riders,Rajasthan Royals,Kolkata - Eden Gardens,151,7,4,8.017699115044248,0,1,0.19,0.81
75033,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,11,101,10,3.473684210526316,1,0,0.8133333333333335,0.18666666666666665
75043,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,32,91,9,6.620689655172415,1,0,0.7925,0.2075
75045,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,32,89,9,6.193548387096774,1,0,0.7381666666666666,0.26183333333333336
75055,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,49,79,9,7.170731707317073,1,0,0.81,0.19
75097,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,105,44,8,8.289473684210527,1,0,0.78,0.22
75105,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,114,36,8,8.142857142857142,1,0,0.86,0.14
75135,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,167,6,5,8.789473684210526,1,0,0.89,0.11
75136,Delhi Capitals,Royal Challengers Bangalore,Delhi - Arun Jaitley Cricket Stadium,171,5,5,8.921739130434782,1,0,0.77,0.23
75142,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,1,70,10,0.12,1,0,0.9,0.1
75146,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,10,66,10,1.1111111111111112,1,0,1.0,0.0
75154,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,29,98,10,7.909090909090909,1,0,0.68,0.32
75159,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,40,93,10,8.88888888888889,1,0,0.58,0.42
75178,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,77,0,10,3.85,1,0,0.73,0.27
75184,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,83,59,9,8.163934426229508,1,0,0.67,0.33
75195,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,101,48,9,8.416666666666666,1,0,0.5656666666666667,0.43433333333333335
75210,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,119,36,9,8.5,1,0,0.86,0.14
75215,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,138,32,9,9.40909090909091,1,0,0.55,0.45
75226,Kolkata Knight Riders,Mumbai Indians,Kolkata - Eden Gardens,152,21,8,9.212121212121213,1,0,0.59,0.41
75270,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,6,104,10,2.25,1,0,0.88,0.12
75272,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,8,102,10,2.6666666666666665,1,0,0.58,0.42
75276,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,21,99,10,6.0,1,0,0.54,0.46
75285,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,37,91,10,7.655172413793104,1,0,0.5,0.5
75328,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,95,58,9,9.193548387096774,1,0,0.7273333333333334,0.27266666666666667
75388,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,197,1,4,9.932773109243698,1,0,0.58,0.42
75491,Chennai Super Kings,Delhi Capitals,"Chennai - MA Chidambaram Stadium, Chepauk",107,35,8,7.552941176470589,1,0,0.78,0.22
75501,Chennai Super Kings,Delhi Capitals,"Chennai - MA Chidambaram Stadium, Chepauk",127,25,7,8.021052631578947,1,0,0.57,0.43
75511,Chennai Super Kings,Delhi Capitals,"Chennai - MA Chidambaram Stadium, Chepauk",145,9,6,7.837837837837838,1,0,0.6018333333333333,0.3981666666666666
75512,Chennai Super Kings,Delhi Capitals,"Chennai - MA Chidambaram Stadium, Chepauk",149,8,6,7.982142857142857,1,0,0.6908333333333334,0.30916666666666665
75513,Chennai Super Kings,Delhi Capitals,"Chennai - MA Chidambaram Stadium, Chepauk",150,7,6,7.964601769911505,1,0,0.5941666666666667,0.40583333333333327
75862,Rajasthan Royals,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,91,48,2,7.583333333333333,0,1,0.2991666666666667,0.7008333333333334
75866,Rajasthan Royals,Delhi Capitals,Delhi - Arun Jaitley Cricket Stadium,97,44,2,7.657894736842105,0,1,0.07,0.93
76169,Kolkata Knight Riders,Mumbai Indians,Mumbai - Wankhede Stadium,47,92,9,10.071428571428571,0,1,0.48,0.52
76178,Kolkata Knight Riders,Mumbai Indians,Mumbai - Wankhede Stadium,51,82,7,8.052631578947368,0,1,0.44,0.56
82499,Mumbai Indians,Sunrisers Hyderabad,Sharjah,6,112,9,4.5,1,0,0.82,0.18
82981,Mumbai Indians,Rajasthan Royals,Abu Dhabi - Sheikh Zayed Stadium,179,3,5,9.179487179487179,0,1,0.14,0.86
82984,Mumbai Indians,Rajasthan Royals,Abu Dhabi - Sheikh Zayed Stadium,195,0,5,9.75,0,1,0.07,0.93
